nctId,conditions,classification
NCT02710825,Congenital Heart Disease,others
NCT06015880,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, High Grade B-Cell Lymphoma, Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma",blood cancer
NCT06684197,"Dexmedetomidine, Total Intravenous Anesthesia, Remifentanil Consumption, Remifentanil, Laparoscopic Abdominal Surgery",others
NCT01704144,"HIV, Tuberculosis",others
NCT06275581,"Tooth Wear, Glass Ionomer Cements",others
NCT05252299,Pediatric Car Seat Safety Training,others
NCT03799393,"Safety Issues, Injuries, Car Accident",others
NCT05969041,"Epithelial Tumors, Malignant",solid tumor
NCT03016390,Electromagnetic Interference in Cardiovascular Implantable Electronic Device,others
NCT05640271,"Sickle Cell Disease, Acute Chest Syndrome",others
NCT03221660,"Dental Caries, Unsatisfactory or Defective Restoration of Tooth",others
NCT05882305,EBV-associated Lymphomas,blood cancer
NCT02720289,Child Passenger Safety,others
NCT02981628,"Recurrent B Acute Lymphoblastic Leukemia, Recurrent B Lymphoblastic Lymphoma, Refractory B Acute Lymphoblastic Leukemia, Refractory B Lymphoblastic Lymphoma",blood cancer
NCT06752473,"Nasopharyngeal Carcinoma (NPC), EBV",solid tumor
NCT06370026,Nasopharyngeal Carcinoma,solid tumor
NCT04530565,B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1,blood cancer
NCT06251076,"Multiple Myeloma, Relapsed Cancer, Refractory Cancer",blood cancer
NCT03508843,Car Seat Installation,others
NCT06665256,Idiopathic Inflammatory Myopathies,others
NCT05872776,Paroxysmal Atrial Fibrillation,others
NCT04660526,Cardiac Arrest,others
NCT01837160,"Aortic Stenosis, Fibrosis, Neovascularization, Pathologic",others
NCT06359041,Generalized Myasthenia Gravis (gMG),others
NCT03488875,"Stress, Psychological, Sleep, Inflammation, Mental Health",others
NCT06615479,Relapsed or Refractory Multiple Myeloma (RRMM),blood cancer
NCT04248049,Gingival Recession,others
NCT00466531,Leukemia,blood cancer
NCT02655276,"Motor Activity, Attention Deficit, Stress, Psychological",others
NCT05853822,Erectile Function,others
NCT00476255,"Car Seats, Injuries",others
NCT06190210,"Congenital Heart Disease, Neurodevelopmental Disorders, Electroencephalography, Near-Infrared Spectroscopy, Biomarkers",others
NCT00967876,Coronary Artery Stenosis,others
NCT05451212,MuSK Myasthenia Gravis,others
NCT06097793,Nasopharyngeal Carcinoma,solid tumor
NCT04831203,"Brain Vascular Function, Cognition",others
NCT06478693,Hepatocellular Carcinoma,solid tumor
NCT05869955,"Systemic Lupus Erythematosus, Idiopathic Inflammatory Myopathy, Systemic Sclerosis",others
NCT06659588,"Humoral Primary Immunodeficiencies (PIDs), Secondary Form of Humoral Immunodeficiencies, Combined Immunodeficiency (CID), Severe Combined Immunodeficiency (SCID)",others
NCT03131518,"Bicycling Distance, Bicycling Time, Physical Activity Level, Cardiorespratory Fitness, Body Composition",others
NCT01652274,"Equipment Safety, Accidents, Traffic",others
NCT02527356,Children With Mobility Disabilities,others
NCT05203809,"Haematological Malignancy, Leukemia, Lymphoma, Myeloma, Temperature Change, Body",blood cancer
NCT05054816,Hearing Loss,others
NCT06884579,Multiple Sclerosis (MS) - Relapsing-remitting,others
NCT06205823,Myeloma Multiple,blood cancer
NCT00152568,Healthy,others
NCT06600529,Autism Spectrum Disorder,others
NCT04446039,Major Depression,others
NCT05361681,"Pacemaker, ICD",others
NCT05441137,Young Children With Motor Disabilities,others
NCT06550895,Multiple Myeloma,blood cancer
NCT06153251,Relapsed and/or Refractory Multiple Myeloma,blood cancer
NCT05660369,"Glioblastoma, Malignant Glioma, Recurrent Glioblastoma, Recurrent Glioma",solid tumor
NCT02828358,"Acute Leukemia of Ambiguous Lineage, B Acute Lymphoblastic Leukemia, Mixed Phenotype Acute Leukemia",blood cancer
NCT06121297,"Systemic Lupus Erythematosus, Lupus Nephritis",others
NCT04094311,"B-cell Acute Lymphoblastic Leukemia, Diffuse Large B-cell Lymphoma",blood cancer
NCT04167696,"Acute Myeloid Leukemia, Myelodysplastic Syndrome",blood cancer
NCT05490992,Motor Vehicle Injury,others
NCT03744676,"Lymphoma, Non-Hodgkin, Lymphoma, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Neoplasms, Neoplasms by Histologic Type, Lymphoproliferative Disorders, Lymphatic Diseases, Immunoproliferative Disorders, Immune System Disorder",blood cancer
NCT05174338,"Amyloidosis, Immunoglobulin Light-chain",others
NCT05277272,Hemophagocytic Lymphohistiocytoses,others
NCT06154252,"Idiopathic Inflammatory Myopathy, Dermatomyositis, Anti-Synthetase Syndrome, Immune-Mediated Necrotizing Myopathy, Juvenile Dermatomyositis, Juvenile Polymyositis, Juvenile Idiopathic Inflammatory Myopathy (JIIM), Juvenile Myositis",others
NCT02505061,Children With Mobility Disabilities,others
NCT06581198,"Lupus Erythematosus, Systemic, Lupus Nephritis",others
NCT04750902,Dental Caries,others
NCT03351127,"Carotid Artery Diseases, Healthy Volunteers",others
NCT04930055,Cancer,solid tumor
NCT05179603,"Classic Hodgkin Lymphoma, Diffuse Large B-cell Lymphoma",blood cancer
NCT03837730,"Intensive Care Units, Infection, Biomarkers, Sepsis, Septic Shock",others
NCT01537861,Multiple Myeloma,blood cancer
NCT04734678,"Covid19, Cytokine Storm, Corona Virus Infection",others
NCT05018208,"Head and Neck Carcinoma, Hematopoietic and Lymphoid Cell Neoplasm, Lung Carcinoma, Malignant Digestive System Neoplasm, Malignant Solid Neoplasm",blood cancer
NCT04442022,Relapsed/refractory Diffuse Large B-cell Lymphoma,blood cancer
NCT06235632,"Alcoholic Intoxication, Automobile Accident, Cannabis",others
NCT04332913,COVID-19 Pneumonia,others
NCT06334588,Autism Spectrum Disorder,others
NCT05949502,Caries Class II,others
NCT05163119,"Cell Phone Use, Automobile Driving",others
NCT04650724,Multiple Myeloma,blood cancer
NCT01266551,Gastroesophageal Reflux Disease and Position,others
NCT04870229,Peripheral Arterial Disease,others
NCT01078298,"Smoking Cessation, Depression",others
NCT04468451,Mobility Limitation,others
NCT06724601,"Premature Birth, Electrical Impedance Tomography (EIT), Lung Volume, Car Seat Transition for At-risk Infants",others
NCT05631912,"Non-hodgkin Lymphoma,B Cell",blood cancer
NCT06713811,Hemopathies,others
NCT05564572,Heart Failure,others
NCT05535244,Multiple Myeloma,blood cancer
NCT06888960,"Systemic Lupus Erythematosus (SLE), Idiopathic Inflammatory Myopathy (IIM), Systemic Sclerosis (SSc), Rheumatoid Arthritis (RA), Primary Immune Thrombocytopenia (ITP), Autoimmune Hemolytic Anemia",others
NCT05714969,Thrombotic Thrombocytopenic Purpura (TTP),others
NCT02527499,Children With Mobility Disabilities,others
NCT03423992,"Glioma, Malignant Glioma of Brain, Recurrence Tumor",solid tumor
NCT00382876,Apnea,others
NCT03150186,Second Hand Tobacco Smoke,others
NCT03029273,"Lung Cancer, Nonsmall Cell, Recurrent",solid tumor
NCT04234009,"Healthy Lifestyle, Physical Exercise, Healthy Diet, Cerebrovascular Circulation, Cerebral Blood Flow, Glucose Metabolism, Cognitive Performance",others
NCT04832750,"Major Depressive Episode, Major Depressive Disorder, Borderline Personality Disorder",others
NCT01608256,Mild Cognitive Impairment,others
NCT06689618,"Aging, Sarcopenia, Sarcopenia in Elderly",others
NCT05552027,Child Safety Seat Harness Tension,others
NCT04418856,"Breast Cancer, Circadian Rhythms, Fatigue, Sleep Disturbance, Cognitive Impairment, Inflammatory Response, Depression",solid tumor
NCT03568461,Follicular Lymphoma,blood cancer
NCT06140901,Bronchiolitis Obliterans,others
NCT01560260,"Carney Complex, Chondrosarcoma, Gastrointestinal Stromal Tumor, Paraganglioma",solid tumor
NCT04515875,Mild Cognitive Impairment,others
NCT06581289,Cardiac Anaesthesia,others
NCT04587726,"Body Image, Eating Disorder Symptom",others
NCT03692637,Epithelial Ovarian Cancer,solid tumor
NCT03627637,"Brain Vascular Function, Cerebral Blood Flow, Glucose Metabolism, Cognitive Performance",others
NCT06045806,Multiple Myeloma,blood cancer
NCT06025448,"Arthroplasty Complications, Shoulder Osteoarthritis",others
NCT06500637,Autism Spectrum Disorder,others
NCT04469153,"the Prognostic Value of Ferritin, Glycosylated Ferritin in SARS-CoV-2 Infection in Hospitalized COVID-19 Patients",others
NCT04965272,Generalized Anxiety Disorder,others
NCT05626322,Diffuse Large B-Cell Lymphoma,blood cancer
NCT02445248,Diffuse Large B-cell Lymphoma (DLBCL),blood cancer
NCT04319237,"Diffuse Large B Cell Lymphoma, Transformed Lymphoma",blood cancer
NCT06395103,"B-cell Acute Lymphoblastic Leukemia, Diffuse Large B-cell Lymphoma, Burkitt Lymphoma, Neuroblastoma, Ewing Sarcoma",blood cancer
NCT04327648,ASD,others
NCT02498912,Solid Tumors,solid tumor
NCT04970433,Major Trauma,others
NCT03648697,Nasopharyngeal Carcinoma,solid tumor
NCT05454930,Cardiovascular Diseases,others
NCT03156153,Autism Spectrum Disorder,others
NCT05354271,Atrial Fibrillation,others
NCT04827745,"Mixed Phenotype Acute Leukemia (MPAL), Measurable Residual Disease (MRD)",blood cancer
NCT00019136,Ovarian Cancer,solid tumor
NCT04183478,Pancreatic Cancer,solid tumor
NCT04766177,Autism,others
NCT02036099,Dementia,others
NCT01941316,"Small Cell Lung Carcinoma, Non Small Cell Lung Carcinoma, Irinotecan Sensitive Cancers",solid tumor
NCT06211049,Primary Dysmenorrhea,others
NCT01375920,Depression,others
NCT03844113,Peripheral Arterial Disease,others
NCT02644655,"Recurrent B-Cell Tumor, Refractory B-Cell Tumor",solid tumor
NCT06645860,Caries; Dentin,others
NCT06865352,"Acute Lymphoblastic Leukemia ALL, Acute Myeloid Leukemia (AML)",blood cancer
NCT06866171,Motor Vehicle Injury,others
NCT03864835,"Non-Alcoholic Fatty Liver Disease, Non Alcoholic Steatohepatitis, NASH - Nonalcoholic Steatohepatitis",others
NCT03648372,"Neoplasms, Lymphoma, Hematologic Neoplasms",blood cancer
NCT03719833,"Breast Cancer, Sentinel Lymph Node Biopsy, Neoadjuvant Chemotherapy",solid tumor
NCT03766126,"Acute Myeloid Leukemia, in Relapse, Acute Myeloid Leukemia, Adult, Acute Myeloid Leukemia, Refractory",blood cancer
NCT04442061,Autism Spectrum Disorders,others
NCT04678336,"Acute Myeloid Leukemia, in Relapse, Acute Myeloid Leukemia, Pediatric, Acute Myeloid Leukemia, Refractory",blood cancer
NCT03828370,"Coping Skills, Family Relations",others
NCT04035434,"B-cell Malignancy, Non-Hodgkin Lymphoma, B-cell Lymphoma, Adult B Cell ALL",blood cancer
NCT05545943,"Calorie Deficiency, Fasting, Cold Exposure",others
NCT04231656,"Hemodynamic, Monitoring, Anesthesia, Blood Pressure",others
NCT05329311,"Enhanced Recovery After Thoracic Surgery Protocol, C-reactive Protein, White Blood Cell Count, Neutrophil/Lymphocyte Ratio, Plathelet/ Lymphocyte Ratio, Lymphocyte/Monocytes Ratio, Thoracic Surgery",others
NCT02746445,Autistic Disorder,others
NCT06500819,"Neuroblastoma, Sarcoma, Osteosarcoma",solid tumor
NCT04939974,Autism Spectrum Disorder,others
NCT03118180,Lymphoma,blood cancer
NCT02272816,Metastatic Seminoma,others
NCT05694364,"Chronic Lymphocytic Leukemia, Mantle Cell Lymphoma, Acute Lymphoblastic Leukemia, Diffuse Large B Cell Lymphoma, Triple Negative Breast Cancer Malignancies",blood cancer
NCT06153381,Shoulder Osteoarthritis,others
NCT02345941,Injuries,others
NCT02382926,Cardiac Events,others
NCT04070651,Lung Cancer,solid tumor
NCT03108586,Secondary Caries,others
NCT04569630,"Diabetes, Diabetes Mellitus, Type 1",others
NCT02027415,Air Pollution,others
NCT01502488,Autism,others
NCT06626867,"Hypertension, Hyperglycemia, Dyslipidemia, Obesity, Metabolic Syndrome",others
NCT01747486,Adult Patients Who Have Relapsed or Refractory CLL (3rd Line) or SLL,others
NCT02541136,Aerobic Exercise,others
NCT01559935,Multiple Myeloma,blood cancer
NCT04142255,ASD Accompanied by Moderate to Severe Gastrointestinal Symptoms,others
NCT04210869,"Brain Vascular Function, Cerebral Blood Flow",others
NCT05954260,Critical Illness,others
NCT04629729,"Lymphoma, B-Cell, Chronic Lymphocytic Leukemia, Precursor B-Cell Acute Lymphoblastic Leukemia",blood cancer
NCT06771362,Dentin Caries,others
NCT01740869,"Autism, Autism Spectrum",others
NCT06861348,"Leukemia, Lymphocytic, Acute",blood cancer
NCT03018145,"Anxiety, Child Behavior",others
NCT02146924,"B Acute Lymphoblastic Leukemia, Recurrent Acute Lymphoblastic Leukemia, Refractory Acute Lymphoblastic Leukemia",blood cancer
NCT02490137,"Aging, Dementia",others
NCT06348433,Autism Spectrum Disorder,others
NCT02588456,Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT05149391,B Cell Non-Hodgkin's Lymphoma,blood cancer
NCT04768816,Safety Issues;Effect of Drugs,others
NCT04684576,Cerebral Palsy,others
NCT06085287,Autism Spectrum Disorder,others
NCT05336409,"R/R CD19-Positive B-Cell Malignancies, Indolent Non-Hodgkin Lymphoma, Aggressive Non-Hodgkin Lymphoma",blood cancer
NCT06384989,"Motor Vehicle Injury, Safety Issues",others
NCT06352372,"Autism Spectrum Disorder, EEG With Periodic Abnormalities, Epilepsy, Neurodevelopmental Disorders, Neurological Disorder",others
NCT00204204,Multiple Trauma,others
NCT05949125,"Acute Myeloid Leukemia, in Relapse, Acute Myeloid Leukemia Refractory",blood cancer
NCT05037669,"Acute Lymphoblastic Leukemia, Chronic Lymphocytic Leukemia, Non Hodgkin Lymphoma",blood cancer
NCT04351022,Acute Myeloid Leukemia,blood cancer
NCT05338931,B-cell Non Hodgkin Lymphoma,blood cancer
NCT02764983,"Traumatic Brain Injury (TBI), Post Traumatic Stress Disorder (PTSD)",others
NCT04966143,Pancreatic Cancer,solid tumor
NCT02912962,"Self-regulation, Adolescents, Fetal Alcohol Spectrum Disorder",others
NCT02404584,Kidney Neoplasms,others
NCT02758496,Autistic Disorder,others
NCT06827860,Multiple Myeloma in Relapse,blood cancer
NCT06420089,T Cell Non-Hodgkin Lymphoma,blood cancer
NCT04167930,"Accidents, Traffic, Whiplash Injuries",others
NCT02030834,"Non-Hodgkins Lymphoma (NHL) Patients, With CD19+B Cell Lymphomas",blood cancer
NCT04920617,"Relapsed Diffuse Large B-cell Lymphoma, Refractory Diffuse Large B-cell Lymphoma",blood cancer
NCT05595044,Effect of Drug,others
NCT04480788,"T Lymphoblastic Leukemia/Lymphoma, Extramedullary NK-T-cell Lymphoma, Nasal Type, Peripheral T-cell Lymphoma, Nonspecific, Angioimmunoblastic T-cell Lymphoma, Enteropathy-Associated T-Cell Lymphoma, Anaplastic Large Cell Lymphoma, ALK-negative, T-cell Lymphoblastic Leukemia",blood cancer
NCT05146336,"Septic Shock, Acute Respiratory Distress Syndrome, Trauma, Rhabdomyolysis, Cardiogenic Shock, Pancreatitis, Acute on Chronic Liver Failure, Acute Liver Failure, Burns, Chimeric Antigen Receptor T-Cell Therapy (CAR-T) Cytokine Release Syndrome (CRS), Extracorporeal Life Support, Postoperative Endocarditis, Hemophagocytic Lymphohistiocytoses, Liver Transplant; Complications, Infectious Disease, Postoperative Vasoplegic Syndrome, Drug Overdose, Sepsis",others
NCT02783131,"Postpartum Hemorrhage,",others
NCT00273650,Autistic Disorder,others
NCT04337606,Non Hodgkin Lymphoma,blood cancer
NCT04156256,"Hematologic Malignancy, Acute Myeloid Leukemia, Myelodysplastic Syndromes, Myeloproliferative Neoplasm, Chronic Myeloid Leukemia",blood cancer
NCT04184414,"B Acute Lymphoblastic Leukemia, Mantle Cell Lymphoma, Follicular Lymphoma",blood cancer
NCT02529813,"Acute Biphenotypic Leukemia, Acute Lymphoblastic Leukemia, Blasts 5 Percent or More of Bone Marrow Nucleated Cells, CD19 Positive, Minimal Residual Disease, Non-Hodgkin Lymphoma, Small Lymphocytic Lymphoma, Stage III Chronic Lymphocytic Leukemia, Stage IV Chronic Lymphocytic Leukemia",blood cancer
NCT04202393,"Bipolar Disorder, Substance Use Disorders",others
NCT00542802,"Epileptic Seizures, Stroke",others
NCT02209376,Patients With Residual or Reccurent EGFRvIII+ Glioma,solid tumor
NCT05168423,Glioblastoma,solid tumor
NCT00950729,"Walking Cast Right Leg Immobilisation Effects, Aircast Right Leg Immobilisation Effects",others
NCT03117751,"Acute Lymphoblastic Leukemia, Acute Lymphoblastic Lymphoma",blood cancer
NCT03795779,"Hematologic Malignancy, Acute Myeloid Leukemia, Myelodysplastic Syndromes, Myeloproliferative Neoplasm, Chronic Myeloid Leukemia",blood cancer
NCT05559320,Hemiplegic Cerebral Palsy,others
NCT04684147,Relapsed or Refractory Acute Lymphoblastic Leukemia,blood cancer
NCT02996708,"Autism Spectrum Disorder, Child Autism",others
NCT06786299,Relapsed/Refractory Acute Myeloid Leukemia(AML),blood cancer
NCT06889233,Autism Spectrum Disorder,others
NCT06875063,"Non-hodgkin Lymphoma,B Cell, Relapsed Non-Hodgkin Lymphoma, Refractory Lymphoma, Chimeric Antigen Receptor T-cell",blood cancer
NCT06472778,Smoldering Multiple Myeloma,blood cancer
NCT00156494,Asthma,others
NCT06026046,"Leukemia, Lymphoma",blood cancer
NCT06058364,Low Mood,others
NCT06763237,"Autism Spectrum Disorder, Autism in Children",others
NCT03391466,Relapsed/Refractory Diffuse Large B-Cell Lymphoma (DLBCL),blood cancer
NCT00996931,Autism,others
NCT06256965,"Atrial Fibrillation, Heart Failure",others
NCT04230265,Acute Myeloid Leukemia (AML),blood cancer
NCT01443442,Allergic Conjunctivitis,others
NCT02813837,"Leukemia, B-Cell, Lymphoma, B-Cell",blood cancer
NCT03614858,"Leukemia, B-cell",blood cancer
NCT00610623,"Pneumonia, Ventilator-Associated, Pseudomonas Infections",others
NCT01716364,"Multiple Myeloma, Acute Myeloid Leukaemia, Myelodysplastic Syndrome",blood cancer
NCT02627131,Autistic Disorder,others
NCT02765672,"Traumatic Brain Injury (TBI), Post Traumatic Stress Disorder (PTSD)",others
NCT05885568,"Drone Transport, Biological Samples, Unmanned Aerial System",others
NCT03844282,"Concussion, Brain, Motor Vehicle Accident",others
NCT02970747,Multiple Myeloma in Relapse,blood cancer
NCT02368158,Cardiovascular Diseases,others
NCT04467866,Mobility Limitation,others
NCT00206544,"Bipolar Disorder, Mania, Schizoaffective Disorder",others
NCT02947880,Autistic Disorder,others
NCT01270217,Alcoholic Intoxication,others
NCT02154828,Autism,others
NCT05526196,Driving Under the Influence,others
NCT06623227,Autism Spectrum Disorder,others
NCT04848493,"COVID-19, Solid Tumor, Hematologic Diseases, Neurologic Disorder, Rheumatic Diseases",blood cancer
NCT06863948,"Anxiety, Depression - Major Depressive Disorder",others
NCT05654285,"Obesity, Diabetes Mellitus, Type 2, Metabolic Syndrome",others
NCT00368160,Insomnia,others
NCT02402738,Bipolar Disorder,others
NCT01800019,"HIV, Smoking Cessation",others
NCT05796609,"Drunk Driving, Alcohol Drinking, Impaired Driving",others
NCT01594385,"Open Abdomen, Abdominal Adhesions, Trauma, Wounds and Injury",others
NCT04168294,"Esophagogastroduodenoscopy, Deep Sedation, Cognition Disorders",others
NCT02546167,Multiple Myeloma,blood cancer
NCT05674266,Anorexia in Adolescence,others
NCT03743246,"Precursor Cell Lymphoblastic Leukemia-Lymphoma, Lymphoma, Non-Hodgkin",blood cancer
NCT05875402,Colon Cancer,solid tumor
NCT00575679,Alcoholic Intoxication,others
NCT03578796,"Amyotrophic Lateral Sclerosis, Cognitive Impairment",others
NCT05772611,"Autoimmune Encephalitis, Paraneoplastic Neurological Syndrome",others
NCT04500431,Multiple Myeloma,blood cancer
NCT04832659,Tobacco Dependence,others
NCT03115125,Severe Sepsis,others
NCT05589987,Spinal Muscular Atrophy,others
NCT02997566,"Autistic Disorder, Autism Spectrum Disorder",others
NCT06074211,Sudden Infant Death,others
NCT06202521,"Community-acquired Pneumonia, SARS-CoV-2 -Associated Pneumonia, Influenza With Pneumonia",others
NCT04026737,"Leukemia, Lymphoma, Cardiotoxicity, Risk Factor, Cardiovascular, Immunotherapy",blood cancer
NCT04213469,B-cell Lymphoma,blood cancer
NCT05744024,"Wound Surgical, Wounds and Injuries, Virtual Reality, Wound Care, Music Therapy",others
NCT03692429,Unresectable Metastatic Colorectal Cancer,solid tumor
NCT02343042,Multiple Myeloma,blood cancer
NCT04768608,Castrate-Resistant Prostate Cancer,solid tumor
NCT01627470,Blood Pressure,others
NCT00862498,Post-Traumatic Stress Disorder,others
NCT05753501,Hematologic Cancer,blood cancer
NCT06010706,Ankle Deformity,others
NCT03408886,"Autism Spectrum Disorder, Gastrointestinal Disorder",others
NCT05254769,"Neurofeedback, Autistic Disorder, Autism Spectrum Disorder, Neurodevelopmental Disorders",others
NCT05308095,"Diabetes, Diabetes Mellitus, Type 1",others
NCT05115513,Marijuana Impairment,others
NCT01882348,Tobacco Dependence,others
NCT00402701,Obesity,others
NCT01087177,Tobacco Use,others
NCT06443320,Autism Spectrum Disorder (ASD),others
NCT05408793,"Autism Spectrum Disorder, High-functioning Autism",others
NCT05607420,B-cell Non-Hodgkin Lymphoma (B-NHL),blood cancer
NCT04633148,Prostate Cancer,solid tumor
NCT05140473,Nurses's Workload,others
NCT05166135,"Acute Myeloid Leukemia, Acute Lymphoid Leukemia",blood cancer
NCT02640209,LYMPHOCYTIC LEUKEMIA (CLL) OR SMALL LYMPHOCYTIC LYMPHOMA (SLL),blood cancer
NCT06359080,Autism Spectrum Disorder,others
NCT06913751,Autism Spectrum Disorder,others
NCT02799680,Relapsed and/or Refractory CD33+ AML,others
NCT05708768,"Multiple Chronic Conditions, Acute Disease",others
NCT00368056,Primary Insomnia,others
NCT00041860,"Lung Diseases, Cancer",solid tumor
NCT02934633,Injury,others
NCT04660552,Autism Spectrum Disorder,others
NCT03026608,"Fruit and Vegetable Consumption, Food Insecurity",others
NCT03434366,Autism Spectrum Disorder,others
NCT04596514,Cardiac Arrest,others
NCT00477178,Healthy,others
NCT02799550,Leukemia,blood cancer
NCT01182740,Endotracheal Intubation,others
NCT01619202,"Prevention Harmful Effects, Accidents, Traffic, Accident Prevention",others
NCT02849587,Cannabis Intoxication,others
NCT05366049,"Fever, Heart Rate, Respiratory Rate, Pain",others
NCT03752541,Multiple Myeloma,blood cancer
NCT03152435,EGFR-positive Colorectal Cancer,solid tumor
NCT03101709,B Cell Lymphoma,blood cancer
NCT03542799,Metastatic Colorectal Cancer,solid tumor
NCT02735083,Advanced Lymphoid Leukemia,blood cancer
NCT04778579,Acute Lymphoid Leukemia,blood cancer
NCT06800001,"Autism Spectrum Disorder (ASD), Stereotyped Behavior, Anxiety",others
NCT00527345,"Asthma, Airway Inflammation",others
NCT02431988,Diffuse Large B-Cell Lymphoma,blood cancer
NCT05238298,Autism Spectrum Disorder,others
NCT01432041,Injury Prevention,others
NCT04923789,"Relapsed Non Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma",blood cancer
NCT03297944,Psychomotor Impairment,others
NCT03146533,B Cell Lymphoma,blood cancer
NCT03995030,Pulmonary Infection,others
NCT01014169,"Health Education, Sudden Infant Death",others
NCT04974736,"Tobacco Smoking, Second Hand Tobacco Smoke, Smoking Cessation",others
NCT06911905,Autism Spectrum Disorder,others
NCT03104270,Multiple Myeloma,blood cancer
NCT03896854,Acute Myeloid Leukemia,blood cancer
NCT00581893,"Cognitive Measures, Driving Simulator Performance",others
NCT01985308,Autism Spectrum Disorder,others
NCT06867783,Autism Spectrum Disorder,others
NCT02934165,Behavior,others
NCT03144583,"Leukemia, Lymphoma",blood cancer
NCT05751200,Type A Aortic Dissection,others
NCT04142619,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT04622423,"Pancreatic Ductal Adenocarcinoma (PDAC), Colorectal Cancer (CRC), Liver Metastasis",solid tumor
NCT03588858,Work-Related Condition,others
NCT01142934,"Catheterization, Infection",others
NCT00162786,Healthy,others
NCT03601442,"Acute Lymphoblastic Leukemia (ALL), Diffuse Large B-cell Lymphoma (DLBCL)",blood cancer
NCT02924753,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT02496481,"Child Restraint Systems, Seat Belts",others
NCT03977506,Stroke,others
NCT06358183,"Surgery, Anesthesia",others
NCT01263067,Posttraumatic Stress Disorder,others
NCT01642719,"Sleep Disturbance, Aging",others
NCT01343511,Autism,others
NCT05381181,"Acute Lymphoblastic Leukemia, Non Hodgkin Lymphoma",blood cancer
NCT00664508,"Osteoarthritis, Arthroplasty, Hip Replacement",others
NCT01460823,Hearing Loss,others
NCT02494908,Parkinson Disease,others
NCT00204854,Alcohol Use Disorders,others
NCT06256484,Relapsed/Refractory B-cell Non-Hodgkin Lymphoma,blood cancer
NCT04276870,"Pediatric and Young Adult Patientswith Hypodiploid or t(17;19) B-ALL, Infants With Very High Risk KMT2A B-ALL, Patients With Central Nervous System Relapse Who Did Not Receive Cranial Radiation or Bone Marrow Transplantation",others
NCT00621452,"B-cell Chronic Lymphocytic Leukemia, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue, Nodal Marginal Zone B-cell Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Recurrent Marginal Zone Lymphoma, Recurrent Small Lymphocytic Lymphoma, Refractory Chronic Lymphocytic Leukemia, Splenic Marginal Zone Lymphoma, Waldenström Macroglobulinemia",blood cancer
NCT02135055,"Inflammatory Disorder of Immune System, Sepsis",others
NCT00013780,Lung Disease,others
NCT03506880,"Underage Drinking, Driving Under the Influence, Drinking, Teen",others
NCT06702384,"Adenocarcinoma Esophagus, Adenocarcinoma of the Stomach, Adenocarcinoma - GEJ, Squamous Cell Car. - Esophagus",solid tumor
NCT02281864,"Tobacco Use Cessation, Second Hand Tobacco Smoke",others
NCT03229876,"Acute Lymphoblastic Leukemia (ALL), Non Hodgkin Lymphoma (NHL)",blood cancer
NCT03252392,Autism Spectrum Disorder,others
NCT02382497,"Eating Disorders, Binge Eating Disorder, Anorexia Nervosa",others
NCT04182633,"Autism Spectrum Disorder, Gastro-Intestinal Disorder, Constipation, Diarrhea",others
NCT06478381,Relapsed/Refractory B-cell Lymphomas,blood cancer
NCT04309981,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT04816526,Myeloma Multiple,blood cancer
NCT03006692,Unconscious (Psychology),others
NCT05802992,Multiple Myeloma,blood cancer
NCT02848092,"Attention Deficit Disorder, Attention Deficit Disorder With Hyperactivity",others
NCT04436029,Multiple Myeloma,blood cancer
NCT03642496,B-Cell Malignancies,others
NCT00821639,Secondhand Smoke Exposure,others
NCT04472780,Child Autism,others
NCT04913415,Lung Cancer,solid tumor
NCT02791321,"Autism Spectrum Disorder, Mental Retardation",others
NCT01586702,Mini-Stroke,others
NCT02278302,Healthy,others
NCT00722696,Metabolism,others
NCT03699540,"Cannabis, Cannabis Use, Marijuana, Marijuana Usage, Alcohol Drinking",others
NCT02468856,Healthy Volunteers,others
NCT02473679,"Cardiac Arrest, Sudden, Heart Arrest",others
NCT00597896,Bipolar Disorder,others
NCT03423706,"CD19-chimeric Antigen Receptor T Cells, Relapsed and/or Refractory Acute Lymphoblastic Leukemia, the Haploidentical Hematopoietic Stem Cell Transplantation",blood cancer
NCT06154031,Chronic Stroke,others
NCT02002364,General Anesthesia,others
NCT04238247,"Accident, Traffic",others
NCT05272163,"Incidental Findings, Visual Attention, Visual Search, Hybrid Search",others
NCT05057715,"Pancreatic Cancer, Serous Ovarian Cancer",solid tumor
NCT01475344,"Trauma, Massive Hemorrhage",others
NCT06327906,"Child Allergy, Neurodevelopmental Disorders",others
